,Kind,Name,Category,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29
229,subregion,San Joaquin County,Grocery & pharmacy,3.56,4.35,1.01,0.27,3.19,0.96,2.64,5.13,2.0,1.22,3.03,5.84,6.05,6.73,7.87,8.88,11.12,9.32,10.35,7.5,5.74,6.63,7.92,7.13,7.51,13.92,22.37,22.8,14.53,30.09,18.74,10.19,10.04,1.94,-6.73,-14.71,-13.33,-14.26,-15.16,-11.98,-12.95,-16.73,-16.23
230,subregion,San Joaquin County,Parks,36.51,51.13,14.6,18.35,23.33,22.36,64.01,53.59,31.13,22.36,29.58,30.91,20.5,38.62,23.61,21.43,29.38,30.33,26.4,13.39,1.39,16.08,34.42,22.91,34.26,26.76,19.31,-12.63,-23.12,-21.87,-7.22,-7.87,7.95,-4.42,-11.38,0.17,-8.25,-27.37,-19.85,-10.68,-17.63,-44.86,-15.75
231,subregion,San Joaquin County,Transit stations,7.04,-6.97,3.94,1.43,4.99,4.71,12.55,10.17,3.65,3.83,7.39,10.09,8.45,9.51,5.01,2.66,7.55,-1.55,5.44,2.46,0.0,4.85,2.1,1.13,-1.55,2.37,-0.42,-7.73,-16.43,-18.27,-14.19,-17.22,-14.74,-20.66,-23.58,-25.82,-28.13,-29.73,-28.03,-23.69,-29.22,-33.92,-31.3
232,subregion,San Joaquin County,Workplace,-0.11,-38.59,0.56,1.74,0.91,3.0,1.69,3.71,8.53,2.78,2.68,2.17,3.93,3.41,4.74,9.04,3.07,2.76,2.37,2.49,0.42,2.16,4.59,-1.14,-1.64,-3.36,-3.29,-1.81,-4.99,-18.22,-28.65,-31.41,-33.15,-36.02,-24.11,-25.33,-35.64,-40.94,-41.35,-41.57,-40.81,-29.59,-30.38
233,subregion,San Joaquin County,Residential,-1.76,8.51,-0.13,-0.24,-0.58,-0.62,-1.26,-1.2,-0.53,-0.74,-0.99,-1.53,-1.44,-1.79,-1.2,-1.23,-1.72,-0.88,-1.25,-0.37,0.61,-0.01,-0.05,0.21,0.1,0.49,1.09,3.38,3.99,7.92,10.84,12.45,12.63,16.46,12.6,10.42,15.91,17.98,17.91,17.5,19.39,15.38,11.79
234,subregion,San Luis Obispo County,Retail & recreation,27.44,27.1,2.25,1.85,3.98,1.55,2.96,9.48,4.08,2.06,2.93,4.56,2.2,7.94,8.06,6.47,6.51,2.32,2.66,0.21,0.71,2.95,0.95,-7.16,-1.89,2.26,0.06,-3.22,-16.97,-15.08,-21.69,-21.22,-31.92,-51.22,-56.52,-60.92,-45.91,-48.24,-47.47,-48.72,-51.06,-56.0,-56.35
235,subregion,San Luis Obispo County,Grocery & pharmacy,14.81,12.99,2.33,3.82,6.85,2.96,2.09,5.2,5.88,2.54,0.71,4.87,3.68,4.97,3.82,4.87,9.74,3.51,7.35,5.21,2.53,4.12,4.97,-1.02,9.31,16.39,33.9,22.16,8.24,19.79,11.37,21.01,5.86,-14.66,-23.39,-32.3,-19.2,-20.03,-19.98,-20.68,-17.81,-27.49,-29.05
236,subregion,San Luis Obispo County,Parks,93.1,85.59,23.01,20.5,28.07,9.36,2.18,25.85,10.66,21.23,19.24,18.22,17.51,9.82,1.55,6.2,18.4,11.64,13.3,6.51,-10.37,7.23,-6.71,-33.51,-16.21,12.81,-11.82,-17.6,-47.24,-45.66,-1.02,3.03,-11.08,-24.65,-31.25,-36.03,-28.04,-24.04,-16.72,-19.71,-25.87,-41.34,-26.73
237,subregion,San Luis Obispo County,Transit stations,8.5,-0.54,3.82,-7.41,3.15,6.02,-12.89,7.09,1.06,4.91,-6.36,7.36,4.02,2.44,7.79,-0.54,2.18,1.05,-2.64,-0.51,-11.05,-0.01,-5.35,-13.12,-10.59,-8.43,-9.55,-23.32,-26.96,-31.55,-26.24,-29.64,-42.11,-46.74,-52.76,-58.16,-50.81,-51.38,-52.38,-53.17,-54.77,-58.9,-58.16
238,subregion,San Luis Obispo County,Workplace,-0.43,-32.75,0.69,2.06,1.1,2.08,3.02,1.69,2.89,1.75,2.41,0.79,1.6,2.78,2.53,3.0,1.75,2.72,1.29,-0.28,1.33,3.1,0.2,-1.98,-0.66,-0.31,-0.76,-1.7,-10.45,-22.53,-28.71,-31.6,-36.34,-44.07,-37.26,-43.45,-46.31,-47.69,-49.22,-48.8,-47.28,-39.09,-44.72
239,subregion,San Luis Obispo County,Residential,-1.16,5.29,-0.09,0.0,-0.39,-0.25,0.24,-0.89,-0.82,-0.51,-0.49,-0.36,-0.73,-0.78,-0.91,-0.46,-1.13,-0.38,-0.56,-0.46,0.54,-0.31,0.48,2.91,2.03,0.62,1.74,3.81,6.08,10.51,11.72,12.14,15.14,19.25,14.29,13.35,18.25,19.42,19.8,20.33,20.53,14.59,12.86
240,subregion,San Mateo County,Retail & recreation,3.21,14.54,-1.9,-1.42,-1.77,-1.5,-0.32,3.86,0.22,1.47,2.68,2.3,0.96,0.36,2.31,2.42,3.4,-0.26,-0.04,-2.58,-6.38,-3.89,-1.16,-0.7,-1.55,-3.02,-6.92,-23.78,-23.98,-5.11,-43.75,-46.69,-46.18,-49.23,-56.8,-57.55,-51.15,-51.78,-51.62,-50.87,-54.01,-61.39,-59.85
241,subregion,San Mateo County,Grocery & pharmacy,1.54,6.44,1.79,0.48,0.67,0.48,2.06,7.52,1.85,5.53,6.66,7.03,8.67,9.84,14.99,12.01,11.09,6.12,8.17,8.15,5.95,6.62,6.27,9.07,10.7,20.35,27.81,14.45,10.5,47.12,0.24,-8.56,-6.72,-7.41,-15.88,-22.3,-20.72,-18.78,-17.17,-17.55,-17.86,-24.32,-25.99
242,subregion,San Mateo County,Parks,25.44,102.89,23.94,15.52,14.89,9.62,17.3,14.69,19.38,33.55,25.11,22.79,6.15,1.93,15.47,18.57,38.77,26.17,8.33,1.19,-18.06,17.54,24.39,32.87,30.89,23.53,3.87,-55.8,-32.25,-6.14,-2.03,-6.56,19.66,11.23,14.45,1.96,-23.76,-29.52,-13.25,-1.65,-19.56,-50.28,-35.02
243,subregion,San Mateo County,Transit stations,-6.62,-7.9,3.61,-2.27,-1.02,0.17,-3.86,0.72,3.14,-4.38,-0.5,2.55,1.72,-5.84,-7.05,-7.13,-13.1,-10.21,-11.4,-15.52,-21.23,-22.52,-24.29,-29.2,-28.23,-31.78,-37.72,-37.87,-42.34,-44.66,-56.43,-61.84,-66.22,-68.39,-67.55,-73.67,-76.16,-75.8,-75.7,-78.03,-79.78,-80.03,-82.64
244,subregion,San Mateo County,Workplace,-3.59,-56.34,-3.6,-3.16,-3.36,-3.27,2.06,0.84,3.1,2.13,1.83,1.41,2.04,1.95,0.52,1.74,0.58,-0.22,-2.74,-5.52,-0.27,-2.22,-11.48,-14.07,-17.73,-22.87,-26.09,-9.63,-14.35,-43.0,-62.29,-63.82,-64.66,-63.52,-40.64,-43.51,-67.54,-68.67,-67.98,-68.31,-66.49,-46.14,-45.72
245,subregion,San Mateo County,Residential,-1.75,10.76,0.34,0.5,0.35,1.0,-0.56,-0.63,-0.44,-0.7,-0.88,-0.74,0.07,0.33,0.14,-0.08,0.27,1.01,1.52,3.73,3.51,2.19,5.46,6.65,7.87,9.88,11.85,10.15,9.41,16.93,28.91,30.07,30.58,31.87,19.59,17.15,31.24,33.11,32.5,32.97,34.15,22.23,18.62
246,subregion,Santa Barbara County,Retail & recreation,10.49,9.77,-0.63,0.38,2.61,-0.67,-0.91,2.96,-0.26,-0.29,3.83,3.75,2.26,1.94,4.13,3.75,4.83,3.69,4.98,0.71,-1.29,1.05,1.74,-2.96,2.18,2.26,-2.75,-12.35,-16.19,-17.11,-19.14,-24.79,-29.06,-41.84,-50.05,-53.24,-41.7,-43.1,-42.85,-42.63,-46.13,-50.21,-47.34
247,subregion,Santa Barbara County,Grocery & pharmacy,4.13,0.38,-2.22,-0.44,-0.31,-1.84,0.9,0.23,0.06,-0.44,-0.13,1.37,2.07,0.9,4.13,4.22,7.67,6.2,6.7,4.89,4.48,3.64,7.26,5.88,10.83,21.16,37.52,23.13,12.07,15.71,14.45,8.92,6.39,-4.27,-13.48,-24.47,-15.97,-17.05,-16.73,-19.03,-17.98,-18.14,-17.28
248,subregion,Santa Barbara County,Parks,39.89,48.45,15.4,15.08,18.95,6.56,-4.75,15.78,10.89,19.29,17.54,15.32,15.92,7.37,-4.55,11.22,21.99,14.1,14.05,15.64,-0.01,9.3,3.58,-27.58,-3.93,-4.27,-25.0,-36.1,-35.67,-43.91,-1.53,-1.47,-13.74,-36.88,-25.68,-49.52,-25.2,-22.17,-18.37,-23.22,-24.3,-33.98,-30.38
249,subregion,Santa Barbara County,Transit stations,4.26,-8.13,4.57,-1.39,5.83,-2.36,0.48,3.95,0.22,3.21,0.22,3.26,4.06,0.74,0.3,-1.59,0.45,-2.06,3.03,1.71,-4.95,-0.31,-5.43,-12.17,-6.19,-4.92,-17.78,-20.99,-26.23,-37.93,-29.59,-35.48,-32.25,-43.04,-46.18,-57.02,-46.73,-49.32,-50.12,-49.31,-52.47,-51.11,-51.22
250,subregion,Santa Barbara County,Workplace,-1.76,-33.43,-2.51,-2.06,-1.45,-0.85,-0.98,2.26,6.37,1.04,0.81,0.75,2.25,1.53,0.92,6.93,1.27,1.03,1.08,1.69,0.89,0.81,4.97,-3.9,-4.28,-3.06,-5.61,-4.73,-8.13,-23.09,-31.17,-32.8,-35.11,-40.84,-30.68,-39.58,-44.36,-48.56,-48.39,-48.57,-46.43,-34.1,-40.5
251,subregion,Santa Barbara County,Residential,-1.29,5.76,0.1,0.17,-0.06,-0.11,0.73,-0.84,-0.44,-0.41,-0.99,-0.55,-1.4,-0.74,-0.41,-0.85,-1.06,-0.6,-0.58,-1.17,0.16,-0.35,0.21,3.98,3.29,1.97,2.69,4.81,5.8,12.6,12.73,12.46,14.17,17.76,13.41,14.17,18.48,19.37,19.25,19.52,19.67,14.74,13.34
252,subregion,Santa Clara County,Retail & recreation,-0.6,13.75,-1.06,-2.09,-0.28,-2.68,-2.54,1.29,-0.45,2.11,2.08,3.81,1.7,1.36,0.91,2.37,5.61,-0.91,0.31,-4.37,-9.6,-8.06,-3.34,-3.21,-3.59,-4.13,-9.33,-27.31,-30.65,-8.43,-46.69,-48.7,-47.93,-51.8,-61.06,-61.72,-51.92,-52.5,-53.57,-52.83,-55.75,-63.36,-61.55
253,subregion,Santa Clara County,Grocery & pharmacy,-4.44,3.95,-3.06,-2.85,-1.69,-4.84,-0.8,0.83,0.6,1.51,2.59,4.92,5.65,8.83,5.51,8.54,7.08,5.44,5.48,4.79,0.48,-2.07,3.17,5.84,9.61,16.03,28.11,10.66,1.34,48.86,-5.23,-11.9,-10.26,-12.14,-24.93,-33.27,-23.21,-22.95,-23.11,-20.9,-22.37,-31.49,-33.26
254,subregion,Santa Clara County,Parks,21.52,65.55,19.0,11.99,17.79,1.64,26.35,27.25,13.06,24.33,15.24,23.57,9.86,21.98,16.91,15.93,54.27,35.0,37.78,17.77,-17.27,19.79,29.26,29.94,36.78,42.0,14.44,-33.94,-35.6,-8.71,-13.56,-19.72,18.7,3.97,-14.66,-17.84,-13.6,-21.67,-22.11,1.97,-14.48,-50.92,-21.53
255,subregion,Santa Clara County,Transit stations,-6.52,-21.06,3.94,0.08,-1.4,-7.43,-7.01,-4.09,-1.3,0.33,1.49,1.57,-3.88,-4.34,-7.86,-6.01,-4.67,-6.87,-8.6,-17.39,-17.57,-18.86,-23.78,-27.9,-31.96,-37.26,-41.17,-36.14,-42.14,-51.18,-62.92,-66.11,-67.25,-68.8,-61.7,-67.23,-73.07,-73.53,-73.1,-74.27,-74.45,-69.95,-70.91
256,subregion,Santa Clara County,Workplace,-0.94,-57.79,-7.85,-7.15,-7.83,-7.17,2.64,4.28,4.12,3.94,3.11,2.43,4.15,4.0,3.98,3.22,2.33,1.67,-0.13,-5.15,0.3,-0.13,-12.42,-15.81,-22.04,-27.1,-29.96,-10.22,-15.23,-48.75,-69.03,-69.6,-70.12,-69.38,-44.66,-45.72,-71.91,-72.89,-72.82,-72.89,-71.49,-48.13,-48.37
257,subregion,Santa Clara County,Residential,-2.24,11.73,1.22,1.44,1.31,2.28,-0.84,-1.09,-0.12,-0.46,-0.64,-0.6,0.03,-0.08,-0.14,0.42,0.09,0.77,1.07,4.12,3.62,2.05,6.42,7.45,9.21,10.88,12.64,9.27,9.14,18.81,30.49,31.32,31.15,32.76,19.36,16.59,32.39,33.66,33.65,33.55,34.75,21.31,17.42
258,subregion,Santa Cruz County,Retail & recreation,24.67,28.77,5.67,5.02,7.63,5.37,12.24,15.38,2.35,3.73,3.63,4.79,4.21,10.59,9.29,4.83,9.81,4.09,7.33,1.52,-0.64,5.96,3.66,2.09,2.2,3.68,-3.95,-21.72,-25.89,-8.14,-34.61,-40.69,-39.17,-44.14,-54.85,-55.33,-43.56,-47.53,-46.47,-45.58,-46.75,-57.53,-55.5
259,subregion,Santa Cruz County,Grocery & pharmacy,6.67,7.13,3.47,2.56,4.92,5.61,7.93,8.8,3.61,6.03,4.64,4.63,4.69,8.92,3.48,7.94,12.16,9.57,11.87,7.17,8.38,11.13,9.04,12.27,13.02,24.44,26.15,13.88,6.97,33.36,8.07,-6.92,-7.65,-9.12,-18.67,-22.75,-17.09,-21.17,-21.33,-19.62,-20.17,-24.53,-26.62
260,subregion,Santa Cruz County,Parks,53.56,101.47,24.46,20.69,27.78,10.13,15.38,27.29,10.88,21.38,23.95,31.42,9.98,24.65,2.82,14.02,31.41,17.78,20.49,-5.63,-17.49,6.0,13.46,10.2,28.13,34.28,-11.39,-35.09,-29.56,0.36,0.97,-0.91,18.77,-3.38,-20.44,-25.03,-10.52,-35.84,-9.8,-11.12,-20.12,-45.94,-39.64
261,subregion,Santa Cruz County,Transit stations,15.12,-10.82,-4.53,9.0,2.18,1.14,10.6,7.89,3.6,-1.66,0.42,0.87,8.45,13.12,10.52,2.69,0.81,1.71,-5.27,-5.0,4.03,11.18,-2.26,-14.0,-11.6,-11.41,-19.24,-31.83,-27.64,-29.74,-50.62,-47.22,-47.81,-55.0,-54.55,-57.25,-57.22,-64.2,-60.52,-60.97,-59.24,-60.11,-56.58
262,subregion,Santa Cruz County,Workplace,0.36,-39.75,0.05,1.26,0.27,0.47,1.86,2.76,7.48,1.65,2.69,0.88,3.39,2.58,1.28,7.67,1.87,2.69,-2.27,0.35,-1.01,2.76,3.64,-3.5,-4.92,-7.77,-9.07,-7.5,-10.32,-26.32,-45.89,-48.24,-49.4,-47.61,-35.02,-38.5,-50.25,-55.51,-53.48,-54.07,-51.79,-40.35,-40.89
263,subregion,Santa Cruz County,Residential,-1.63,7.56,0.3,0.39,-0.22,0.23,-0.29,-0.91,-0.18,-0.14,-0.34,-0.41,-1.07,-1.1,-0.56,-0.39,-1.02,0.11,1.01,0.57,2.02,0.17,1.48,2.58,2.73,3.6,5.39,7.56,7.61,11.34,19.18,20.6,20.32,20.71,15.43,14.52,21.37,24.63,23.57,23.66,23.0,17.41,15.33
264,subregion,Shasta County,Retail & recreation,11.37,5.7,3.26,2.8,2.16,0.5,3.13,8.87,4.3,5.57,14.45,8.53,10.41,11.47,22.51,12.95,15.64,10.39,9.33,5.36,5.95,11.17,7.66,7.08,6.23,5.06,2.16,-4.3,-0.46,-0.2,-15.36,-15.3,-13.94,-28.93,-36.78,-32.1,-32.46,-35.6,-33.0,-32.61,-37.04,-43.47,-39.47
265,subregion,Shasta County,Grocery & pharmacy,2.3,-1.51,5.0,2.98,3.92,-0.18,5.98,0.65,3.28,6.87,10.3,7.04,7.14,7.63,10.31,10.18,19.39,12.67,11.97,4.09,3.38,3.72,6.58,12.61,11.95,20.54,17.86,13.92,10.75,31.96,16.68,14.31,21.74,5.48,-1.94,-5.82,-9.4,-7.52,-7.22,-5.35,-12.21,-12.87,-15.49
266,subregion,Shasta County,Parks,57.66,81.39,65.43,61.47,40.22,53.31,57.07,25.11,28.83,57.34,52.69,35.62,39.43,31.32,13.94,35.89,67.64,58.77,33.32,39.99,-7.74,5.11,33.32,78.66,63.49,44.82,43.32,-16.75,-23.27,2.55,-25.75,-1.37,38.49,26.1,32.18,42.32,-7.71,-14.71,10.13,24.12,12.77,-30.91,-21.41
267,subregion,Shasta County,Transit stations,2.98,-1.16,0.54,-2.07,2.17,-3.63,3.48,2.98,-0.58,2.72,-0.01,3.26,6.73,4.07,14.17,9.82,7.64,4.12,5.43,1.55,-2.33,8.95,5.2,10.93,5.67,1.63,4.66,-5.23,11.19,-4.06,-9.84,-3.09,-7.07,-18.14,-12.79,-9.71,-21.96,-20.23,-17.52,-15.22,-21.77,-29.07,-22.39
268,subregion,Shasta County,Workplace,1.48,-33.36,-8.54,-8.65,-8.54,-9.29,2.09,2.95,2.17,3.14,2.94,2.56,2.41,4.01,4.62,2.89,3.42,3.63,3.47,2.26,1.76,1.29,2.09,3.77,1.98,0.27,-0.08,-0.32,-7.4,-9.75,-17.21,-21.75,-21.45,-26.93,-19.46,-24.77,-32.86,-35.31,-35.67,-36.09,-34.74,-27.98,-31.06
269,subregion,Shasta County,Residential,-1.14,5.32,1.52,1.04,1.02,1.53,-1.75,-1.37,-0.79,-0.64,-1.51,-1.4,-1.26,-1.57,-1.79,-1.75,-1.64,-1.65,-1.22,-0.16,0.97,-0.09,-0.76,-0.7,-1.07,-0.61,0.03,2.24,2.72,3.62,8.22,8.38,7.72,11.37,7.6,5.99,11.47,14.17,13.25,13.11,14.37,11.0,9.48
270,subregion,Siskiyou County,Retail & recreation,17.18,8.46,11.88,6.2,7.15,10.29,12.12,6.76,12.23,11.18,11.96,19.08,16.28,12.54,14.58,16.23,26.33,17.06,16.69,13.29,4.25,5.46,11.29,16.08,12.41,12.58,10.66,2.33,-8.86,5.88,-3.51,-10.88,-5.87,-21.35,-26.82,-28.65,-27.77,-32.4,-36.59,-31.03,-37.46,-37.24,-35.42
271,subregion,Siskiyou County,Grocery & pharmacy,12.28,-4.49,2.54,0.98,3.57,-3.09,-0.51,2.22,6.96,5.6,3.43,11.21,6.6,6.02,2.78,8.45,19.89,12.3,18.86,2.64,-4.53,-3.36,5.96,11.21,12.3,10.71,18.93,13.06,-3.36,29.34,19.89,19.2,23.46,8.8,-0.01,-8.38,-4.98,-4.09,-5.92,-2.05,-12.78,-10.56,-20.12
272,subregion,Siskiyou County,Parks,79.68,,,,30.76,,43.83,21.86,25.99,,,36.53,35.83,2.74,20.31,,,,36.53,39.62,-23.3,-4.7,,,,,,-19.19,-29.69,6.0,2.07,19.99,,,31.49,54.67,,10.41,19.99,,28.29,-8.23,-6.26
273,subregion,Siskiyou County,Transit stations,4.54,16.36,2.96,13.07,7.81,4.84,7.02,4.54,0.91,8.15,27.69,27.34,26.61,19.53,18.17,22.72,9.63,16.15,17.97,17.74,-3.12,10.91,16.36,13.33,11.54,12.5,11.29,5.47,-10.91,14.54,-5.19,23.07,21.87,13.7,3.12,6.36,-2.73,-2.97,4.62,7.81,-8.07,-6.25,9.09
274,subregion,Siskiyou County,Workplace,-0.82,-36.84,2.22,-0.62,-1.86,3.02,0.75,2.44,4.61,4.45,3.09,3.71,1.34,2.23,2.44,1.64,2.54,2.16,2.78,0.67,-0.01,-0.82,1.97,2.22,2.16,0.62,-3.35,-1.49,-17.89,-6.58,-12.75,-21.29,-21.98,-28.86,-22.39,-29.27,-33.55,-33.76,-37.35,-37.15,-37.92,-24.63,-25.2
275,subregion,Siskiyou County,Residential,,4.89,-1.89,-0.06,0.08,-1.09,,,-1.35,-2.26,-1.09,-1.2,-2.02,,,-1.81,-3.47,-2.74,-1.31,-1.87,,,-1.21,-2.51,-0.81,-0.89,-1.17,,,1.33,3.36,6.98,6.01,8.4,,,7.93,10.54,11.7,11.44,12.78,,
276,subregion,Solano County,Retail & recreation,9.86,17.07,2.2,1.86,3.25,1.74,3.05,8.69,4.07,2.72,4.81,6.25,4.05,4.51,6.9,6.61,8.11,4.42,5.18,1.69,0.3,2.88,3.51,2.74,3.46,4.9,0.09,-14.46,-14.57,-1.78,-15.98,-21.43,-28.4,-36.09,-43.18,-43.22,-35.39,-37.11,-36.05,-34.45,-37.95,-46.91,-45.1
277,subregion,Solano County,Grocery & pharmacy,-3.59,-0.87,-1.04,-2.47,-1.41,-2.72,1.03,2.95,-1.1,2.17,3.47,2.74,3.53,5.2,4.69,5.0,9.79,5.81,2.96,1.29,3.48,2.61,4.54,5.98,10.66,21.94,29.89,18.12,11.12,36.54,21.4,16.55,6.18,-3.13,-8.34,-16.45,-16.81,-13.62,-11.23,-14.01,-13.14,-17.77,-20.98
278,subregion,Solano County,Parks,41.31,24.08,21.9,19.28,16.91,21.89,38.39,45.9,22.01,24.42,18.33,21.31,18.56,27.39,16.83,10.87,28.7,21.89,22.54,7.85,1.39,5.1,25.64,30.97,24.27,21.55,-1.44,-38.18,-26.8,-27.99,-12.1,-31.43,-4.67,-6.44,2.33,13.25,-24.88,-42.32,-30.48,-14.22,-14.53,-41.46,-17.61
279,subregion,Solano County,Transit stations,16.36,-14.7,4.89,3.69,7.02,9.58,11.22,10.9,4.81,8.42,5.53,9.19,8.03,10.88,6.35,7.48,8.42,3.42,3.77,-1.3,-4.62,7.72,8.02,-0.55,0.26,-2.43,-11.92,-23.44,-17.27,-22.19,-30.17,-36.14,-32.44,-31.87,-29.71,-25.45,-41.71,-48.64,-41.69,-41.62,-39.89,-43.57,-37.27
280,subregion,Solano County,Workplace,0.08,-45.88,-2.34,-0.81,-0.94,1.76,2.55,1.36,3.06,3.52,2.36,2.22,3.53,3.24,2.21,3.35,2.88,1.89,1.71,3.36,1.24,0.77,2.13,1.98,0.58,-0.2,-0.44,-5.19,-8.02,-18.84,-28.66,-33.21,-37.41,-38.82,-27.65,-30.72,-41.79,-43.94,-44.64,-44.02,-41.87,-31.44,-33.62
281,subregion,Solano County,Residential,-1.64,9.88,0.58,-0.11,-0.29,-0.16,-1.23,-1.3,-0.41,-0.73,-1.06,-1.11,-0.39,-0.99,-0.72,-0.61,-0.98,-0.69,-0.74,0.29,0.92,0.43,-0.11,0.4,0.26,0.77,2.42,5.68,5.16,7.83,13.08,15.27,16.65,19.2,13.44,11.46,18.19,21.09,19.95,19.88,21.26,15.93,12.99
282,subregion,Sonoma County,Retail & recreation,13.84,10.78,0.83,2.18,2.69,2.28,6.46,5.86,0.71,0.62,3.15,2.78,2.64,7.48,5.94,3.98,3.89,3.03,2.79,0.62,3.26,2.42,1.23,0.08,1.75,2.67,-1.4,-7.84,-15.5,-9.23,-19.72,-41.92,-39.17,-42.9,-48.45,-49.95,-42.66,-45.35,-43.44,-42.43,-45.36,-51.9,-53.15
283,subregion,Sonoma County,Grocery & pharmacy,7.35,5.08,2.96,0.8,3.46,6.31,6.64,7.23,1.88,4.36,2.45,7.32,7.21,7.87,7.4,5.53,9.16,6.58,6.0,6.52,6.42,5.25,4.79,7.71,7.14,15.63,19.57,15.53,10.35,24.92,22.4,-10.88,-8.77,-9.02,-12.21,-17.58,-18.72,-15.61,-18.6,-16.21,-16.13,-18.38,-22.5
284,subregion,Sonoma County,Parks,58.36,76.21,34.99,20.39,24.75,23.85,35.74,33.59,18.68,42.16,27.68,29.21,15.26,17.09,14.51,19.74,37.82,26.06,13.99,1.23,-1.29,20.97,27.17,45.0,26.66,27.79,1.75,-14.1,-16.09,3.19,4.34,-23.23,17.85,9.12,18.8,4.57,-12.95,-42.39,-39.39,-31.64,-39.12,-61.53,-57.57
285,subregion,Sonoma County,Transit stations,11.0,-6.96,6.66,-3.27,4.56,-0.01,3.81,6.16,1.81,3.63,3.84,4.87,3.22,6.25,0.43,3.01,3.63,-0.6,-1.23,-1.77,-8.69,-1.33,-2.12,-3.94,-2.07,-4.88,-12.32,-17.72,-20.72,-25.08,-31.22,-48.83,-41.16,-40.18,-41.68,-41.41,-49.86,-53.95,-51.49,-49.09,-49.57,-54.86,-53.75
286,subregion,Sonoma County,Workplace,0.55,-38.37,2.28,1.83,1.72,2.33,1.99,4.25,3.49,4.3,2.64,2.04,3.0,3.71,2.86,2.82,3.69,2.46,2.23,1.33,1.14,1.38,2.55,2.72,1.2,-0.7,-1.68,-4.94,-6.49,-19.83,-28.61,-42.48,-43.16,-43.42,-34.68,-37.23,-44.35,-47.75,-46.82,-47.36,-45.9,-39.03,-40.84
287,subregion,Sonoma County,Residential,-1.61,7.77,-0.54,0.16,-0.71,-0.67,-1.29,-0.9,-0.35,-0.75,-0.77,-1.2,-1.08,-1.37,-0.47,-0.65,-1.25,-0.51,-0.29,0.47,0.77,0.7,0.27,-0.09,0.09,0.45,2.22,3.97,4.98,7.2,11.25,18.98,17.74,19.6,13.2,12.26,19.06,22.29,21.04,20.65,21.81,17.22,14.93
288,subregion,Stanislaus County,Retail & recreation,7.78,9.23,1.99,2.57,4.28,1.39,3.33,9.74,2.65,5.52,8.92,7.89,6.93,8.19,13.1,9.63,13.32,9.44,10.2,5.88,4.1,7.4,5.97,6.14,8.11,6.96,1.95,-5.16,-10.95,-3.57,-10.34,-14.67,-19.12,-32.99,-44.41,-43.36,-36.53,-34.62,-37.61,-34.82,-39.07,-45.32,-43.69
289,subregion,Stanislaus County,Grocery & pharmacy,-0.04,-0.57,-1.0,-0.71,-0.01,-1.99,-1.05,0.31,0.35,0.06,2.22,3.1,6.14,4.88,4.33,8.11,9.61,7.45,7.93,5.72,3.27,5.34,6.61,6.55,8.61,17.09,23.68,19.1,17.53,31.16,21.87,13.94,11.64,0.62,-11.94,-16.62,-18.17,-14.04,-18.98,-14.59,-14.43,-17.32,-18.97
290,subregion,Stanislaus County,Parks,42.29,52.61,21.38,24.6,23.06,25.3,52.44,60.7,34.03,31.44,27.69,24.85,36.09,44.18,14.83,30.52,26.09,33.53,27.5,34.25,3.61,24.71,39.99,21.06,35.37,32.53,27.15,-1.81,-36.28,-30.19,-13.22,-6.17,-0.01,3.07,-18.87,5.76,-21.41,-11.02,-28.93,-18.65,-4.02,-39.02,-11.82
291,subregion,Stanislaus County,Transit stations,13.17,-0.36,5.09,3.13,4.56,4.19,6.05,12.43,0.7,6.31,9.04,5.8,10.64,10.74,11.22,4.93,2.28,5.04,6.67,6.44,3.91,10.0,4.58,5.09,1.04,2.45,-1.45,-3.32,-6.59,-15.35,-6.49,-13.57,-12.31,-19.36,-26.17,-21.95,-27.34,-24.39,-28.35,-23.72,-29.68,-33.99,-27.8
292,subregion,Stanislaus County,Workplace,-3.28,-39.67,-0.32,0.2,0.18,1.52,2.33,1.53,4.19,2.88,2.29,1.65,2.76,2.89,1.86,4.05,2.42,2.47,2.26,3.22,1.95,1.47,3.14,1.95,1.16,0.09,-0.32,-1.06,-7.02,-8.5,-16.22,-19.54,-27.77,-32.11,-23.57,-25.7,-36.98,-39.5,-39.63,-39.95,-39.09,-27.86,-28.71
293,subregion,Stanislaus County,Residential,-1.89,7.96,0.09,0.36,0.06,-0.22,-0.63,-1.35,-0.44,-0.53,-0.86,-0.97,-1.65,-1.53,-1.26,-1.17,-1.73,-0.76,-1.11,-1.08,0.33,-0.52,-0.69,-0.32,-0.52,-0.42,0.18,2.87,3.86,5.56,7.73,8.65,10.91,14.44,12.42,9.72,15.41,16.39,16.74,16.35,17.51,14.02,10.9
